sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2
L331D	L331D	16S rRNA (V4) amplicon sequencing of Lake bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	L331D_R1.fastq.gz	L331D_R2.fastq.gz
L331R	L331R	16S rRNA (V4) amplicon sequencing of Lake bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	L331R_R1.fastq.gz	L331R_R2.fastq.gz
L332D	L332D	16S rRNA (V4) amplicon sequencing of Lake bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	L332D_R1.fastq.gz	L332D_R2.fastq.gz
L332R	L332R	16S rRNA (V4) amplicon sequencing of Lake bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	L332R_R1.fastq.gz	L332R_R2.fastq.gz
L333D	L333D	16S rRNA (V4) amplicon sequencing of Lake bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	L333D_R1.fastq.gz	L333D_R2.fastq.gz
L333R	L333R	16S rRNA (V4) amplicon sequencing of Lake bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	L333R_R1.fastq.gz	L333R_R2.fastq.gz
L334D	L334D	16S rRNA (V4) amplicon sequencing of Lake bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	L334D_R1.fastq.gz	L334D_R2.fastq.gz
L334R	L334R	16S rRNA (V4) amplicon sequencing of Lake bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	L334R_R1.fastq.gz	L334R_R2.fastq.gz
L3351D	L3351D	16S rRNA (V4) amplicon sequencing of Lake bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	L3351D_R1.fastq.gz	L3351D_R2.fastq.gz
L3362D	L3362D	16S rRNA (V4) amplicon sequencing of Lake bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	L3362D_R1.fastq.gz	L3362D_R2.fastq.gz
LR69D	LR69D	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR69D_R1.fastq.gz	LR69D_R2.fastq.gz
LR69R	LR69R	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR69R_R1.fastq.gz	LR69R_R2.fastq.gz
LR70D	LR70D	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR70D_R1.fastq.gz	LR70D_R2.fastq.gz
LR71D	LR71D	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR71D_R1.fastq.gz	LR71D_R2.fastq.gz
LR71R	LR71R	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR71R_R1.fastq.gz	LR71R_R2.fastq.gz
LR72D	LR72D	16S rRNA (V4) amplicon sequencing of Lake bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR72D_R1.fastq.gz	LR72D_R2.fastq.gz
LR72R	LR72R	16S rRNA (V4) amplicon sequencing of Lake bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR72R_R1.fastq.gz	LR72R_R2.fastq.gz
LR73D	LR73D	16S rRNA (V4) amplicon sequencing of Lake bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR73D_R1.fastq.gz	LR73D_R2.fastq.gz
LR73R	LR73R	16S rRNA (V4) amplicon sequencing of Lake bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR73R_R1.fastq.gz	LR73R_R2.fastq.gz
LR74R	LR74R	16S rRNA (V4) amplicon sequencing of Lake bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR74R_R1.fastq.gz	LR74R_R2.fastq.gz
LR75D	LR75D	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR75D_R1.fastq.gz	LR75D_R2.fastq.gz
LR75R	LR75R	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR75R_R1.fastq.gz	LR75R_R2.fastq.gz
LR80D	LR80D	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR80D_R1.fastq.gz	LR80D_R2.fastq.gz
LR80R	LR80R	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR80R_R1.fastq.gz	LR80R_R2.fastq.gz
M17D	M17D	16S rRNA (V4) amplicon sequencing of Estuary bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	M17D_R1.fastq.gz	M17D_R2.fastq.gz
M17R	M17R	16S rRNA (V4) amplicon sequencing of Estuary bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	M17R_R1.fastq.gz	M17R_R2.fastq.gz
M18D	M18D	16S rRNA (V4) amplicon sequencing of Estuary bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	M18D_R1.fastq.gz	M18D_R2.fastq.gz
M18R	M18R	16S rRNA (V4) amplicon sequencing of Estuary bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	M18R_R1.fastq.gz	M18R_R2.fastq.gz
M19D	M19D	16S rRNA (V4) amplicon sequencing of Estuary bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	M19D_R1.fastq.gz	M19D_R2.fastq.gz
M19R	M19R	16S rRNA (V4) amplicon sequencing of Estuary bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	M19R_R1.fastq.gz	M19R_R2.fastq.gz
M20D	M20D	16S rRNA (V4) amplicon sequencing of Estuary bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	M20D_R1.fastq.gz	M20D_R2.fastq.gz
M20R	M20R	16S rRNA (V4) amplicon sequencing of Estuary bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	M20R_R1.fastq.gz	M20R_R2.fastq.gz
PR33D	PR33D	16S rRNA (V4) amplicon sequencing of Stream bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	PR33D_R1.fastq.gz	PR33D_R2.fastq.gz
PR34D	PR34D	16S rRNA (V4) amplicon sequencing of Stream bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	PR34D_R1.fastq.gz	PR34D_R2.fastq.gz
PR34R	PR34R	16S rRNA (V4) amplicon sequencing of Stream bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	PR34R_R1.fastq.gz	PR34R_R2.fastq.gz
PR35D	PR35D	16S rRNA (V4) amplicon sequencing of Stream bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	PR35D_R1.fastq.gz	PR35D_R2.fastq.gz
PR35R	PR35R	16S rRNA (V4) amplicon sequencing of Stream bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	PR35R_R1.fastq.gz	PR35R_R2.fastq.gz
PR36D	PR36D	16S rRNA (V4) amplicon sequencing of Stream bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	PR36D_R1.fastq.gz	PR36D_R2.fastq.gz
PR36R	PR36R	16S rRNA (V4) amplicon sequencing of Stream bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	PR36R_R1.fastq.gz	PR36R_R2.fastq.gz
PR37D	PR37D	16S rRNA (V4) amplicon sequencing of Stream bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	PR37D_R1.fastq.gz	PR37D_R2.fastq.gz
PR37R	PR37R	16S rRNA (V4) amplicon sequencing of Stream bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	PR37R_R1.fastq.gz	PR37R_R2.fastq.gz
PR38D	PR38D	16S rRNA (V4) amplicon sequencing of Stream bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	PR38D_R1.fastq.gz	PR38D_R2.fastq.gz
PR38R	PR38R	16S rRNA (V4) amplicon sequencing of Stream bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	PR38R_R1.fastq.gz	PR38R_R2.fastq.gz
PR39D	PR39D	16S rRNA (V4) amplicon sequencing of Stream bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	PR39D_R1.fastq.gz	PR39D_R2.fastq.gz
PR40D	PR40D	16S rRNA (V4) amplicon sequencing of Stream bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	PR40D_R1.fastq.gz	PR40D_R2.fastq.gz
PR40R	PR40R	16S rRNA (V4) amplicon sequencing of Stream bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	PR40R_R1.fastq.gz	PR40R_R2.fastq.gz
PR41D	PR41D	16S rRNA (V4) amplicon sequencing of Stream bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	PR41D_R1.fastq.gz	PR41D_R2.fastq.gz
PR41R	PR41R	16S rRNA (V4) amplicon sequencing of Stream bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	PR41R_R1.fastq.gz	PR41R_R2.fastq.gz
PR42D	PR42D	16S rRNA (V4) amplicon sequencing of Stream bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	PR42D_R1.fastq.gz	PR42D_R2.fastq.gz
PR42R	PR42R	16S rRNA (V4) amplicon sequencing of Stream bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	PR42R_R1.fastq.gz	PR42R_R2.fastq.gz
PR43D	PR43D	16S rRNA (V4) amplicon sequencing of Stream bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	PR43D_R1.fastq.gz	PR43D_R2.fastq.gz
PR43R	PR43R	16S rRNA (V4) amplicon sequencing of Stream bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	PR43R_R1.fastq.gz	PR43R_R2.fastq.gz
RO107D	RO107D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO107D_R1.fastq.gz	RO107D_R2.fastq.gz
RO107R	RO107R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO107R_R1.fastq.gz	RO107R_R2.fastq.gz
RO108D	RO108D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO108D_R1.fastq.gz	RO108D_R2.fastq.gz
RO108R	RO108R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO108R_R1.fastq.gz	RO108R_R2.fastq.gz
RO109D	RO109D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO109D_R1.fastq.gz	RO109D_R2.fastq.gz
RO109R	RO109R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO109R_R1.fastq.gz	RO109R_R2.fastq.gz
RO112D	RO112D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO112D_R1.fastq.gz	RO112D_R2.fastq.gz
RO112R	RO112R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO112R_R1.fastq.gz	RO112R_R2.fastq.gz
RO246D	RO246D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO246D_R1.fastq.gz	RO246D_R2.fastq.gz
RO246R	RO246R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO246R_R1.fastq.gz	RO246R_R2.fastq.gz
RO247D	RO247D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO247D_R1.fastq.gz	RO247D_R2.fastq.gz
RO247R	RO247R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO247R_R1.fastq.gz	RO247R_R2.fastq.gz
RO248D	RO248D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO248D_R1.fastq.gz	RO248D_R2.fastq.gz
RO248R	RO248R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO248R_R1.fastq.gz	RO248R_R2.fastq.gz
RO249D	RO249D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO249D_R1.fastq.gz	RO249D_R2.fastq.gz
RO249R	RO249R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO249R_R1.fastq.gz	RO249R_R2.fastq.gz
RO250D	RO250D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO250D_R1.fastq.gz	RO250D_R2.fastq.gz
RO250R	RO250R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO250R_R1.fastq.gz	RO250R_R2.fastq.gz
RO251D	RO251D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO251D_R1.fastq.gz	RO251D_R2.fastq.gz
RO251R	RO251R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO251R_R1.fastq.gz	RO251R_R2.fastq.gz
RO252D	RO252D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO252D_R1.fastq.gz	RO252D_R2.fastq.gz
RO252R	RO252R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO252R_R1.fastq.gz	RO252R_R2.fastq.gz
RO253D	RO253D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO253D_R1.fastq.gz	RO253D_R2.fastq.gz
RO254R	RO254R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO254R_R1.fastq.gz	RO254R_R2.fastq.gz
RO255D	RO255D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO255D_R1.fastq.gz	RO255D_R2.fastq.gz
RO255R	RO255R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO255R_R1.fastq.gz	RO255R_R2.fastq.gz
RO256D	RO256D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO256D_R1.fastq.gz	RO256D_R2.fastq.gz
RO256R	RO256R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO256R_R1.fastq.gz	RO256R_R2.fastq.gz
RO257D	RO257D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO257D_R1.fastq.gz	RO257D_R2.fastq.gz
RO257R	RO257R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO257R_R1.fastq.gz	RO257R_R2.fastq.gz
RO261D	RO261D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO261D_R1.fastq.gz	RO261D_R2.fastq.gz
SW33D	SW33D	16S rRNA (V4) amplicon sequencing of Soilwater bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	SW33D_R1.fastq.gz	SW33D_R2.fastq.gz
SW33R	SW33R	16S rRNA (V4) amplicon sequencing of Soilwater bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	SW33R_R1.fastq.gz	SW33R_R2.fastq.gz
SW34D	SW34D	16S rRNA (V4) amplicon sequencing of Soilwater bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	SW34D_R1.fastq.gz	SW34D_R2.fastq.gz
SW34R	SW34R	16S rRNA (V4) amplicon sequencing of Soilwater bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	SW34R_R1.fastq.gz	SW34R_R2.fastq.gz
SW35D	SW35D	16S rRNA (V4) amplicon sequencing of Soilwater bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	SW35D_R1.fastq.gz	SW35D_R2.fastq.gz
SW35R	SW35R	16S rRNA (V4) amplicon sequencing of Soilwater bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	SW35R_R1.fastq.gz	SW35R_R2.fastq.gz
SW36D	SW36D	16S rRNA (V4) amplicon sequencing of Soilwater bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	SW36D_R1.fastq.gz	SW36D_R2.fastq.gz
SW36R	SW36R	16S rRNA (V4) amplicon sequencing of Soilwater bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	SW36R_R1.fastq.gz	SW36R_R2.fastq.gz
SW37D	SW37D	16S rRNA (V4) amplicon sequencing of Soilwater bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	SW37D_R1.fastq.gz	SW37D_R2.fastq.gz
SW39D	SW39D	16S rRNA (V4) amplicon sequencing of Soilwater bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	SW39D_R1.fastq.gz	SW39D_R2.fastq.gz
SW40D	SW40D	16S rRNA (V4) amplicon sequencing of Soilwater bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	SW40D_R1.fastq.gz	SW40D_R2.fastq.gz
SW40R	SW40R	16S rRNA (V4) amplicon sequencing of Soilwater bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	SW40R_R1.fastq.gz	SW40R_R2.fastq.gz
SW42D	SW42D	16S rRNA (V4) amplicon sequencing of Soilwater bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	SW42D_R1.fastq.gz	SW42D_R2.fastq.gz
SW42R	SW42R	16S rRNA (V4) amplicon sequencing of Soilwater bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	SW42R_R1.fastq.gz	SW42R_R2.fastq.gz
SW43D	SW43D	16S rRNA (V4) amplicon sequencing of Soilwater bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	SW43D_R1.fastq.gz	SW43D_R2.fastq.gz
SW43R	SW43R	16S rRNA (V4) amplicon sequencing of Soilwater bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	SW43R_R1.fastq.gz	SW43R_R2.fastq.gz
TR49D	TR49D	16S rRNA (V4) amplicon sequencing of Tributary bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	TR49D_R1.fastq.gz	TR49D_R2.fastq.gz
TR49R	TR49R	16S rRNA (V4) amplicon sequencing of Tributary bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	TR49R_R1.fastq.gz	TR49R_R2.fastq.gz
LR113D	LR113D	16S rRNA (V4) amplicon sequencing of Lake bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR113D_R1.fastq.gz	LR113D_R2.fastq.gz
LR113R	LR113R	16S rRNA (V4) amplicon sequencing of Lake bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR113R_R1.fastq.gz	LR113R_R2.fastq.gz
LR116D	LR116D	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR116D_R1.fastq.gz	LR116D_R2.fastq.gz
LR116R	LR116R	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR116R_R1.fastq.gz	LR116R_R2.fastq.gz
LR120D	LR120D	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR120D_R1.fastq.gz	LR120D_R2.fastq.gz
LR120R	LR120R	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR120R_R1.fastq.gz	LR120R_R2.fastq.gz
LR121D	LR121D	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR121D_R1.fastq.gz	LR121D_R2.fastq.gz
